lemma,derivation,lemma_raw,lemma_betacode,lemma_betacode_raw,derivation_raw,derivation_betacode,prefix,prefix_betacode,query_lemmas
λαπικτής,λαπίζω,λαπικτής,lapikth/s,lapikths,['λαπίζω'],['lapizw'],[],[],λαπικτης / lapikths
ἐκπαιφάσσω,"ἐκ, παιφάσσω",ἐκπαιφάσσω,e)kpaifa/ssw,ekpaifassw,"['ἐκ', 'παιφάσσω']","['ek', 'paifassw']",['ἐκ'],['ek'],εκπαιφασσω / ekpaifassw
σαβουρᾶτος,Lat. saburratus,σαβουρᾶτος,saboura=tos,sabouratos,[],[],[],[],σαβουρατος / sabouratos
ἀντικελεύω,"ἀντί, κελεύω",ἀντικελεύω,a)ntikeleu/w,antikeleuw,"['ἀντί', 'κελεύω']","['anti', 'keleuw']",['ἀντί'],['anti'],αντικελευω / antikeleuw
αὐτοέκτατος,"αὐτός, ἔκτατος",αὐτοέκτατος,au)toe/ktatos,autoektatos,"['αὐτός', 'ἔκτατος']","['autos', 'ektatos']",[],[],αυτοεκτατος / autoektatos
κορωνιστής,κορώνη,κορωνιστής,korwnisth/s,korwnisths,['κορώνη'],['korwnh'],[],[],κορωνιστης / korwnisths
ἀνθεμεῦντας,,ἀνθεμεῦντας,a)nqemeu=ntas,anqemeuntas,[],[],[],[],ανθεμευντας / anqemeuntas
νεκυοφάγος,"νέκυς, φαγεῖν",νεκυοφάγος,nekuofa/gos,nekuofagos,"['νέκυς', 'φαγεῖν']","['nekus', 'fagein']",[],[],νεκυοφαγος / nekuofagos
ὑποδερματίς,"ὑπό, δέρμα",ὑποδερματίς,u(podermati/s,upodermatis,"['ὑπό', 'δέρμα']","['upo', 'derma']",['ὑπό'],['upo'],υποδερματις / upodermatis
δενδροκόμος,"δένδρον, κομέω",δενδροκόμος,dendroko/mos,dendrokomos,"['δένδρον', 'κομέω']","['dendron', 'komew']",[],[],δενδροκομος / dendrokomos
μητροπόλος,"μήτηρ, πέλομαι",μητροπόλος,mhtropo/los,mhtropolos,"['μήτηρ', 'πέλομαι']","['mhthr', 'pelomai']",[],[],μητροπολος / mhtropolos
εὐλογιστέω,"εὖ, λογίζομαι",εὐλογιστέω,eu)logiste/w,eulogistew,"['εὖ', 'λογίζομαι']","['eu', 'logizomai']",['εὖ'],['eu'],ευλογιστεω / eulogistew
διεξατμίζω,"διά, ἐξ, ἀτμίζω",διεξατμίζω,diecatmi/zw,diecatmizw,"['διά', 'ἐξ', 'ἀτμίζω']","['dia', 'ec', 'atmizw']","['διά', 'ἐξ']","['dia', 'ec']",διεξατμιζω / diecatmizw
ἀχυροδόκη,"ἄχυρον, δέχομαι",ἀχυροδόκη,a)xurodo/kh,axurodokh,"['ἄχυρον', 'δέχομαι']","['axuron', 'dexomai']",[],[],αχυροδοκη / axurodokh
ποιητικεύομαι,ποιητικός,ποιητικεύομαι,poihtikeu/omai,poihtikeuomai,['ποιητικός'],['poihtikos'],[],[],ποιητικευομαι / poihtikeuomai
Ἡδύλιον,,Ἡδύλιον,*(Hdu/lion,Hdulion,[],[],[],[],Ηδυλιον / Hdulion
φακόμελι,"φακός, μέλι",φακόμελι,fako/meli,fakomeli,"['φακός', 'μέλι']","['fakos', 'meli']",[],[],φακομελι / fakomeli
οὐαστής,Lat. ovatio,οὐαστής,ou)asth/s,ouasths,[],[],[],[],ουαστης / ouasths
εὔρυθμος,"εὖ, ῥυθμός",εὔρυθμος,eu)/ruqmos,euruqmos,"['εὖ', 'ῥυθμός']","['eu', 'ruqmos']",['εὖ'],['eu'],ευρυθμος / euruqmos
Ἀριαράμνης,,Ἀριαράμνης,*)Ariara/mnhs,Ariaramnhs,[],[],[],[],Αριαραμνης / Ariaramnhs
Ἄρσην,,Ἄρσην,*)/Arshn,Arshn,[],[],[],[],Αρσην / Arshn
ἄλκιμος,ἀλκί,ἄλκιμος,a)/lkimos,alkimos,['ἀλκί'],['alki'],[],[],αλκιμος / alkimos
λιθομανής,"λίθος, μαίνομαι",λιθομανής,liqomanh/s,liqomanhs,"['λίθος', 'μαίνομαι']","['liqos', 'mainomai']",[],[],λιθομανης / liqomanhs
Ῥαφανοχόρτασος,,Ῥαφανοχόρτασος,*(Rafanoxo/rtasos,Rafanoxortasos,[],[],[],[],Ραφανοχορτασος / Rafanoxortasos
ποία,,ποία,poi/a,poia,[],[],[],[],ποια / poia
ἀχύλωτος,χυλόω,ἀχύλωτος,a)xu/lwtos,axulwtos,['χυλόω'],['xulow'],[],[],αχυλωτος / axulwtos
ἑξαμάρτυρος,"ἕξ, μάρτυς",ἑξαμάρτυρος,e(cama/rturos,ecamarturos,"['ἕξ', 'μάρτυς']","['ec', 'martus']",['ἕξ'],['ec'],εξαμαρτυρος / ecamarturos
Σατυρήιος,,Σατυρήιος,*Saturh/ios,Saturhios,[],[],[],[],Σατυρηιος / Saturhios
καταπρακτικός,"κατά, πράσσω",καταπρακτικός,katapraktiko/s,katapraktikos,"['κατά', 'πράσσω']","['kata', 'prassw']",['κατά'],['kata'],καταπρακτικος / katapraktikos
συνυποστηρίζω,"σύν, ὑπό, στηρίζω",συνυποστηρίζω,sunuposthri/zw,sunuposthrizw,"['σύν', 'ὑπό', 'στηρίζω']","['sun', 'upo', 'sthrizw']","['σύν', 'ὑπό']","['sun', 'upo']",συνυποστηριζω / sunuposthrizw
ἱππόσυνος,ἵππος,ἱππόσυνος,i(ppo/sunos,ipposunos,['ἵππος'],['ippos'],[],[],ιπποσυνος / ipposunos
αἴθυγμα,αἰθύσσω,αἴθυγμα,ai)/qugma,aiqugma,['αἰθύσσω'],['aiqussw'],[],[],αιθυγμα / aiqugma
Φανοσθένης,,Φανοσθένης,*Fanosqe/nhs,Fanosqenhs,[],[],[],[],Φανοσθενης / Fanosqenhs
προσσαίνω,"πρός, σαίνω",προσσαίνω,prossai/nw,prossainw,"['πρός', 'σαίνω']","['pros', 'sainw']",['πρός'],['pros'],προσσαινω / prossainw
καλαμινθίτης,"κάλαμος, μίνθη",καλαμινθίτης,kalaminqi/ths,kalaminqiths,"['κάλαμος', 'μίνθη']","['kalamos', 'minqh']",[],[],καλαμινθιτης / kalaminqiths
καθυλίζω,"κατά, ὑλίζω",καθυλίζω,kaquli/zw,kaqulizw,"['κατά', 'ὑλίζω']","['kata', 'ulizw']",['κατά'],['kata'],καθυλιζω / kaqulizw
ὁμαλύνω,ὁμαλός,ὁμαλύνω,o(malu/nw,omalunw,['ὁμαλός'],['omalos'],[],[],ομαλυνω / omalunw
λαχανεύς,λάχανον,λαχανεύς,laxaneu/s,laxaneus,['λάχανον'],['laxanon'],[],[],λαχανευς / laxaneus
ἀντιδιαβαίνω,"ἀντί, διά, βαίνω",ἀντιδιαβαίνω,a)ntidiabai/nw,antidiabainw,"['ἀντί', 'διά', 'βαίνω']","['anti', 'dia', 'bainw']","['ἀντί', 'διά']","['anti', 'dia']",αντιδιαβαινω / antidiabainw
Μιλησία,,Μιλησία,*Milhsi/a,Milhsia,[],[],[],[],Μιλησια / Milhsia
συμφερτός,"σύν, φέρω",συμφερτός,sumferto/s,sumfertos,"['σύν', 'φέρω']","['sun', 'ferw']",['σύν'],['sun'],συμφερτος / sumfertos
εὐκατάακτος,,εὐκατάακτος,eu)kata/aktos,eukataaktos,[],[],[],[],ευκαταακτος / eukataaktos
διηχέω,"διά, ἦχος",διηχέω,dihxe/w,dihxew,"['διά', 'ἦχος']","['dia', 'hxos']",['διά'],['dia'],διηχεω / dihxew
εὔχαλκος,"εὖ, χαλκός",εὔχαλκος,eu)/xalkos,euxalkos,"['εὖ', 'χαλκός']","['eu', 'xalkos']",['εὖ'],['eu'],ευχαλκος / euxalkos
Λευ(ε)ϊτικός,Λευ(ε)ΐτης,Λευεϊτικός,*Leuei+tiko/s,Leueitikos,['Λευεΐτης'],['Leueiths'],[],[],Λευειτικος / Leueitikos
περισσάδελφος,"περισσός, ἀδελφός",περισσάδελφος,perissa/delfos,perissadelfos,"['περισσός', 'ἀδελφός']","['perissos', 'adelfos']",[],[],περισσαδελφος / perissadelfos
ἑτερόπλευρος,"ἕτερος, πλευρά",ἑτερόπλευρος,e(tero/pleuros,eteropleuros,"['ἕτερος', 'πλευρά']","['eteros', 'pleura']",[],[],ετεροπλευρος / eteropleuros
ἀμπυκτήρ,"ἀνά, πύξ",ἀμπυκτήρ,a)mpukth/r,ampukthr,"['ἀνά', 'πύξ']","['ana', 'puc']",['ἀνά'],['ana'],αμπυκτηρ / ampukthr
βωλήτιον,βωλήτης,βωλήτιον,bwlh/tion,bwlhtion,['βωλήτης'],['bwlhths'],[],[],βωλητιον / bwlhtion
μασητικός,μασάομαι,μασητικός,mashtiko/s,mashtikos,['μασάομαι'],['masaomai'],[],[],μασητικος / mashtikos
Σελαενονεοάεια,,Σελαενονεοάεια,*Selaenoneoa/eia,Selaenoneoaeia,[],[],[],[],Σελαενονεοαεια / Selaenoneoaeia
κεδρίτης,κέδρος,κεδρίτης,kedri/ths,kedriths,['κέδρος'],['kedros'],[],[],κεδριτης / kedriths
παραθυμιάω,"παρά, θυμιάω",παραθυμιάω,paraqumia/w,paraqumiaw,"['παρά', 'θυμιάω']","['para', 'qumiaw']",['παρά'],['para'],παραθυμιαω / paraqumiaw
θεριστής,θερίζω,θεριστής,qeristh/s,qerisths,['θερίζω'],['qerizw'],[],[],θεριστης / qerisths
φιλοκερδέω,"φίλος, κέρδος",φιλοκερδέω,filokerde/w,filokerdew,"['φίλος', 'κέρδος']","['filos', 'kerdos']",[],[],φιλοκερδεω / filokerdew
σπορευτής,σπορεύς,σπορευτής,sporeuth/s,sporeuths,['σπορεύς'],['sporeus'],[],[],σπορευτης / sporeuths
παλισσυτέω,"πάλιν, σεύομαι",παλισσυτέω,palissute/w,palissutew,"['πάλιν', 'σεύομαι']","['palin', 'seuomai']",[],[],παλισσυτεω / palissutew
ἀνακόλλημα,"ἀνά, κολλάω",ἀνακόλλημα,a)nako/llhma,anakollhma,"['ἀνά', 'κολλάω']","['ana', 'kollaw']",['ἀνά'],['ana'],ανακολλημα / anakollhma
ἀποπιμπλάνω,,ἀποπιμπλάνω,a)popimpla/nw,apopimplanw,[],[],[],[],αποπιμπλανω / apopimplanw
προανακρούομαι,"πρό, ἀνά, κρούω",προανακρούομαι,proanakrou/omai,proanakrouomai,"['πρό', 'ἀνά', 'κρούω']","['pro', 'ana', 'krouw']","['πρό', 'ἀνά']","['pro', 'ana']",προανακρουομαι / proanakrouomai
κεραυνοβόλος,"κεραυνός, βάλλω",κεραυνοβόλος,keraunobo/los,keraunobolos,"['κεραυνός', 'βάλλω']","['keraunos', 'ballw']",[],[],κεραυνοβολος / keraunobolos
τανυσκόπελος,"τάνυμαι, σκόπελος",τανυσκόπελος,tanusko/pelos,tanuskopelos,"['τάνυμαι', 'σκόπελος']","['tanumai', 'skopelos']",[],[],τανυσκοπελος / tanuskopelos
νυκτήγρετον,,νυκτήγρετον,nukth/greton,nukthgreton,[],[],[],[],νυκτηγρετον / nukthgreton
προσκατέχω,"πρός, κατά, ἔχω",προσκατέχω,proskate/xw,proskatexw,"['πρός', 'κατά', 'ἔχω']","['pros', 'kata', 'exw']","['πρός', 'κατά']","['pros', 'kata']",προσκατεχω / proskatexw
πόρπαμα,πορπάω,πόρπαμα,po/rpama,porpama,['πορπάω'],['porpaw'],[],[],πορπαμα / porpama
Θαυμαρέτα,,Θαυμαρέτα,*Qaumare/ta,Qaumareta,[],[],[],[],Θαυμαρετα / Qaumareta
ἐπιειμένος,,ἐπιειμένος,e)pieime/nos,epieimenos,[],[],[],[],επιειμενος / epieimenos
τρίπαις,"τρι-, παῖς",τρίπαις,tri/pais,tripais,"['τρι', 'παῖς']","['tri', 'pais']",[],[],τριπαις / tripais
Ἰβύκειος,Ἴβυκος,Ἰβύκειος,*)Ibu/keios,Ibukeios,['Ἴβυκος'],['Ibukos'],[],[],Ιβυκειος / Ibukeios
ξυλοναΐσκιον,"ξύλον, ναός",ξυλοναΐσκιον,culonai/+skion,culonaiskion,"['ξύλον', 'ναός']","['culon', 'naos']",[],[],ξυλοναισκιον / culonaiskion
ἄοζος 2,,ἄοζος,a)/ozos,aozos,[],[],[],[],αοζος / aozos
προήκω,"πρό, ἥκω",προήκω,proh/kw,prohkw,"['πρό', 'ἥκω']","['pro', 'hkw']",['πρό'],['pro'],προηκω / prohkw
ματαιοσπουδέω,"μάταιος, σπουδή",ματαιοσπουδέω,mataiospoude/w,mataiospoudew,"['μάταιος', 'σπουδή']","['mataios', 'spoudh']",[],[],ματαιοσπουδεω / mataiospoudew
τιρωνᾶτον,τίρων,τιρωνᾶτον,tirwna=ton,tirwnaton,['τίρων'],['tirwn'],[],[],τιρωνατον / tirwnaton
ἀγύμναστος,γυμνάζω,ἀγύμναστος,a)gu/mnastos,agumnastos,['γυμνάζω'],['gumnazw'],[],[],αγυμναστος / agumnastos
προσάρτησις,"πρός, αἴρω",προσάρτησις,prosa/rthsis,prosarthsis,"['πρός', 'αἴρω']","['pros', 'airw']",['πρός'],['pros'],προσαρτησις / prosarthsis
σίρινος,,σίρινος,si/rinos,sirinos,[],[],[],[],σιρινος / sirinos
πεπίεσμαι,,πεπίεσμαι,pepi/esmai,pepiesmai,[],[],[],[],πεπιεσμαι / pepiesmai
ὑπεραθλέω,"ὑπέρ, ἀθλέω",ὑπεραθλέω,u(peraqle/w,uperaqlew,"['ὑπέρ', 'ἀθλέω']","['uper', 'aqlew']",['ὑπέρ'],['uper'],υπεραθλεω / uperaqlew
ἐπιστοβέω,"ἐπί, στοβέω",ἐπιστοβέω,e)pistobe/w,epistobew,"['ἐπί', 'στοβέω']","['epi', 'stobew']",['ἐπί'],['epi'],επιστοβεω / epistobew
στρογγυλότης,στρογγύλος,στρογγυλότης,stroggulo/ths,strogguloths,['στρογγύλος'],['stroggulos'],[],[],στρογγυλοτης / strogguloths
παγαρχία,"πᾶγος, ἄρχω",παγαρχία,pagarxi/a,pagarxia,"['πᾶγος', 'ἄρχω']","['pagos', 'arxw']",[],[],παγαρχια / pagarxia
φορβή,φέρβω,φορβή,forbh/,forbh,['φέρβω'],['ferbw'],[],[],φορβη / forbh
Ἀβαῖος,Ἄβα 1,Ἀβαῖος,*)Abai=os,Abaios,['Ἄβα'],['Aba'],[],[],Αβαιος / Abaios
ἐπισυντίθημι,"ἐπί, σύν, τίθημι",ἐπισυντίθημι,e)pisunti/qhmi,episuntiqhmi,"['ἐπί', 'σύν', 'τίθημι']","['epi', 'sun', 'tiqhmi']","['ἐπί', 'σύν']","['epi', 'sun']",επισυντιθημι / episuntiqhmi
χοιροσπαθέω,"χοιρός, σπάθη",χοιροσπαθέω,xoirospaqe/w,xoirospaqew,"['χοιρός', 'σπάθη']","['xoiros', 'spaqh']",[],[],χοιροσπαθεω / xoirospaqew
Πελοπόννησος,,Πελοπόννησος,*Pelopo/nnhsos,Peloponnhsos,[],[],[],[],Πελοποννησος / Peloponnhsos
κολοκυνθαρύταινα,,κολοκυνθαρύταινα,kolokunqaru/taina,kolokunqarutaina,[],[],[],[],κολοκυνθαρυταινα / kolokunqarutaina
στρεβλωτικός,στρεβλός,στρεβλωτικός,streblwtiko/s,streblwtikos,['στρεβλός'],['streblos'],[],[],στρεβλωτικος / streblwtikos
ἀνδρόμητον,ἀναδραμεῖν,ἀνδρόμητον,a)ndro/mhton,andromhton,['ἀναδραμεῖν'],['anadramein'],[],[],ανδρομητον / andromhton
μελετητής,μελετάω,μελετητής,melethth/s,melethths,['μελετάω'],['meletaw'],[],[],μελετητης / melethths
ἡνιοχεύω,"ἡνία, ἔχω",ἡνιοχεύω,h(nioxeu/w,hnioxeuw,"['ἡνία', 'ἔχω']","['hnia', 'exw']",[],[],ηνιοχευω / hnioxeuw
δρυτόμος,"δρῦς, τέμνω",δρυτόμος,druto/mos,drutomos,"['δρῦς', 'τέμνω']","['drus', 'temnw']",[],[],δρυτομος / drutomos
ἐπιπτύσσω,"ἐπί, πτύσσω",ἐπιπτύσσω,e)piptu/ssw,epiptussw,"['ἐπί', 'πτύσσω']","['epi', 'ptussw']",['ἐπί'],['epi'],επιπτυσσω / epiptussw
ξυλία,,ξυλία,culi/a,culia,[],[],[],[],ξυλια / culia
ἰθυφαλλικός,"ἰθύς, φαλλός",ἰθυφαλλικός,i)qufalliko/s,iqufallikos,"['ἰθύς', 'φαλλός']","['iqus', 'fallos']",[],[],ιθυφαλλικος / iqufallikos
Τυνδάριος,,Τυνδάριος,*Tunda/rios,Tundarios,[],[],[],[],Τυνδαριος / Tundarios
ἀπαρκούντως,"ἀπό, ἀρκέω",ἀπαρκούντως,a)parkou/ntws,aparkountws,"['ἀπό', 'ἀρκέω']","['apo', 'arkew']",['ἀπό'],['apo'],απαρκουντως / aparkountws
φλεβοτομία,"φλέψ, τέμνω",φλεβοτομία,flebotomi/a,flebotomia,"['φλέψ', 'τέμνω']","['fley', 'temnw']",[],[],φλεβοτομια / flebotomia
ἀγροδότης,"ἄγρα, δίδωμι",ἀγροδότης,a)grodo/ths,agrodoths,"['ἄγρα', 'δίδωμι']","['agra', 'didwmi']",[],[],αγροδοτης / agrodoths
μεσοσχιδής,"μέσος, σχίζω",μεσοσχιδής,mesosxidh/s,mesosxidhs,"['μέσος', 'σχίζω']","['mesos', 'sxizw']",[],[],μεσοσχιδης / mesosxidhs
προπεριξύω,"πρό, περί, ξύω",προπεριξύω,propericu/w,propericuw,"['πρό', 'περί', 'ξύω']","['pro', 'peri', 'cuw']","['πρό', 'περί']","['pro', 'peri']",προπεριξυω / propericuw
τελάρχης,"τέλος, ἄρχω",τελάρχης,tela/rxhs,telarxhs,"['τέλος', 'ἄρχω']","['telos', 'arxw']",[],[],τελαρχης / telarxhs
χαμαίσυρτος,"χαμαί, σύρω",χαμαίσυρτος,xamai/surtos,xamaisurtos,"['χαμαί', 'σύρω']","['xamai', 'surw']",[],[],χαμαισυρτος / xamaisurtos
προδαῆναι,,προδαῆναι,prodah=nai,prodahnai,[],[],[],[],προδαηναι / prodahnai
θυηπολικός,θυηπολία,θυηπολικός,quhpoliko/s,quhpolikos,['θυηπολία'],['quhpolia'],[],[],θυηπολικος / quhpolikos
Μέλανες,,Μέλανες,*Me/lanes,Melanes,[],[],[],[],Μελανες / Melanes
ἐπεμβρίθω,"ἐπί, ἐμβρίθω",ἐπεμβρίθω,e)pembri/qw,epembriqw,"['ἐπί', 'ἐμβρίθω']","['epi', 'embriqw']",['ἐπί'],['epi'],επεμβριθω / epembriqw
τριπλασιεπιτέταρτος,"τριπλάσιος, ἐπί, τέταρτος",τριπλασιεπιτέταρτος,triplasiepite/tartos,triplasiepitetartos,"['τριπλάσιος', 'ἐπί', 'τέταρτος']","['triplasios', 'epi', 'tetartos']",['ἐπί'],['epi'],τριπλασιεπιτεταρτος / triplasiepitetartos
ποτῆμεν,,ποτῆμεν,poth=men,pothmen,[],[],[],[],ποτημεν / pothmen
βοτρυῖτις,βότρυς,βοτρυῖτις,botrui=tis,botruitis,['βότρυς'],['botrus'],[],[],βοτρυιτις / botruitis
ἀμφοτεράκις,ἀμφότερος,ἀμφοτεράκις,a)mfotera/kis,amfoterakis,['ἀμφότερος'],['amfoteros'],[],[],αμφοτερακις / amfoterakis
παρακαταβάλλω,"παρά, κατά, βάλλω",παρακαταβάλλω,parakataba/llw,parakataballw,"['παρά', 'κατά', 'βάλλω']","['para', 'kata', 'ballw']","['παρά', 'κατά']","['para', 'kata']",παρακαταβαλλω / parakataballw
σημάδιον,σῆμα,σημάδιον,shma/dion,shmadion,['σῆμα'],['shma'],[],[],σημαδιον / shmadion
πανομιλεί,"πᾶς, ὅμιλος",πανομιλεί,panomilei/,panomilei,"['πᾶς', 'ὅμιλος']","['pas', 'omilos']",[],[],πανομιλει / panomilei
